IGHV10S13*01	1	75	76	99	100	150	151	180	181	294	VH	0
IGHV10S16*01	1	75	76	99	100	150	151	180	181	294	VH	0
IGHV10S5*01	1	75	76	99	100	150	151	180	181	294	VH	0
IGHV10S8*01	1	75	76	99	100	150	151	180	181	294	VH	0
IGHV10S9*01	1	75	76	99	100	150	151	180	181	294	VH	0
IGHV11S1*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV11S10*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV11S2*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV11S3*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV11S7*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV11S8*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV12S2*01	1	75	76	102	103	153	154	174	175	288	VH	0
IGHV1S13*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S15*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S16*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S17*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S2*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S20*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S22*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S23*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S27*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S28*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S29*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S31*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S32*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S38*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S39*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S40*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S41*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S45*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S47*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S48*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S51*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S57*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S6*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S60*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S62*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S66*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S67*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV1S9*01	1	75	76	99	100	150	151	174	175	288	VH	0
IGHV2S1*01	1	75	76	99	100	150	151	171	172	285	VH	0
IGHV2S10*01	1	75	76	99	100	150	151	171	172	285	VH	0
IGHV2S12*01	1	75	76	99	100	150	151	171	172	285	VH	0
IGHV2S13*01	1	75	76	99	100	150	151	171	172	285	VH	0
IGHV2S14*01	1	75	76	99	100	150	151	171	172	285	VH	0
