TRAV1*01	1	75	76	93	94	144	145	162	163	264	VA	0
TRAV1*02	1	75	76	93	94	144	145	162	163	264	VA	0
TRAV10*01	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV10*02	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV10*03	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV10D*01	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV10D*02	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV11*01	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV11*01	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV11*02	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV12-1*01	1	78	79	99	100	150	151	171	172	273	VA	0
TRAV12-1*01	1	78	79	99	100	150	151	171	172	273	VA	0
TRAV12-1*02	1	78	79	99	100	150	151	171	172	273	VA	0
TRAV12-1*03	1	78	79	99	100	150	151	171	172	273	VA	0
TRAV12-1*04	1	78	79	99	100	150	151	171	172	273	VA	0
TRAV12-1*05	1	78	79	99	100	150	151	171	172	273	VA	0
TRAV12-2*01	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV12-3*01	1	78	79	99	100	150	151	171	172	273	VA	0
TRAV12-3*02	1	78	79	99	100	150	151	171	172	267	VA	0
TRAV12-3*03	1	78	79	99	100	150	151	171	172	273	VA	0
TRAV12D-1*01	1	78	79	99	100	150	151	171	172	273	VA	0
TRAV12D-1*02	1	78	79	99	100	150	151	171	172	273	VA	0
TRAV12D-1*04	1	78	79	99	100	150	151	171	172	273	VA	0
TRAV12D-2*01	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV12D-2*02	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV12D-2*02	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV12D-2*03	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV12D-2*04	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV12D-3*02	1	78	79	99	100	150	151	171	172	273	VA	0
TRAV12N-3*01	1	78	79	99	100	150	151	171	172	273	VA	0
TRAV13-1*01	1	78	79	93	94	144	145	159	160	261	VA	0
TRAV13-2*01	1	78	79	93	94	144	145	159	160	261	VA	0
TRAV13-2*02	1	78	79	93	94	144	145	159	160	261	VA	0
TRAV13-3*01	1	78	79	93	94	144	145	162	163	264	VA	0
TRAV13-3*02	1	78	79	93	94	144	145	162	163	264	VA	0
TRAV13-4/DV7*01	1	78	79	93	94	144	145	159	160	261	VA	0
TRAV13-4/DV7*02	1	78	79	93	94	144	145	159	160	261	VA	0
TRAV13-4/DV7*03	1	78	79	93	94	144	145	159	160	261	VA	0
TRAV13-5*01	1	78	79	93	94	144	145	156	157	258	VA	0
TRAV13D-1*01	1	78	79	93	94	144	145	159	160	261	VA	0
TRAV13D-1*02	1	78	79	93	94	144	145	159	160	261	VA	0
TRAV13D-2*01	1	78	79	93	94	144	145	159	160	261	VA	0
TRAV13D-3*01	1	78	79	93	94	144	145	162	163	264	VA	0
TRAV13D-3*02	1	81	82	96	97	147	148	165	166	267	VA	0
TRAV13D-4*01	1	78	79	93	94	144	145	159	160	261	VA	0
TRAV13D-4*02	1	78	79	93	94	144	145	159	160	261	VA	0
TRAV13D-4*03	1	78	79	93	94	144	145	159	160	261	VA	0
TRAV13N-1*01	1	78	79	93	94	144	145	159	160	261	VA	0
TRAV13N-2*01	1	78	79	93	94	144	145	159	160	261	VA	0
TRAV13N-3*01	1	81	82	96	97	147	148	165	166	267	VA	0
TRAV13N-4*01	1	78	79	93	94	144	145	159	160	261	VA	0
TRAV14-1*01	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV14-1*01	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV14-1*02	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV14-2*01	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV14-2*01	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV14-2*01	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV14-2*02	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV14-2*03	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV14-3*01	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV14-3*01	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV14-3*02	1	78	79	96	97	147	148	168	169	270	VA	0
TRAV14-3*03	1	78	79	96	97	147	148	168	169	270	VA	0
